0,0,0,0,0,0,0.59401,1.8985,450,0.1
0,0,0,0,0,0,0.59401,1.8985,450,0.2
0,0,0,0,0,0,0.59401,1.8985,450,0.3
0,0,0,0,0,0,0.59401,1.8985,450,0.4
0,0,0,0,0,0,0.59401,1.8985,450,0.5
0,0,0,0,0,0,0.59401,1.8985,450,0.6
0,0,0,0,0,0,0.59401,1.8985,450,0.7
0,0,0,0,0,0,0.59401,1.8985,450,0.8
0,0,0,0,0,0,0.59401,1.8985,450,0.9
0,0,0,0,0,0,0.59401,1.8985,450,1
0,0,0,0,0,0,0.59401,1.8985,450,1.1
0,0,0,0,0,0,0.59401,1.8985,450,1.2
0,0,0,0,0,0,0.59401,1.8985,450,1.3
0,0,0,0,0,0,0.59401,1.8985,450,1.4
0,0,0,0,0,0,0.59401,1.8985,450,1.5
0,0,0,0,0,0,0.59401,1.8985,450,1.6
0,0,0,0,0,0,0.59401,1.8985,450,1.7
0,0,0,0,0,0,0.59401,1.8985,450,1.8
0,0,0,0,0,0,0.59401,1.8985,450,1.9
0,0,0,0,0,0,0.59401,1.8985,450,2
0,0,0,0,0,0,0.59401,1.8985,450,2.1
0,0,0,0,0,0,0.59401,1.8985,450,2.2
0,0,0,0,0,0,0.59401,1.8985,450,2.3
0,0,0,0,0,0,0.59401,1.8985,450,2.4
0,0,0,0,0,0,0.59401,1.8985,450,2.5
0,0,0,0,0,0,0.59401,1.8985,450,2.6
0,0,0,0,0,0,0.59401,1.8985,450,2.7
0,0,0,0,0,0,0.59401,1.8985,450,2.8
0,0,0,0,0,0,0.59401,1.8985,450,2.9
0,0,0,0,0,0,0.59401,1.8985,450,3
0,0,0,0,0,0,0.59401,1.8985,450,3.1
0,0,0,0,0,0,0.59401,1.8985,450,3.2
0,0,0,0,0,0,0.59401,1.8985,450,3.3
0,0,0,0,0,0,0.59401,1.8985,450,3.4
0,0,0,0,0,0,0.59401,1.8985,450,3.5
0,0,0,0,0,0,0.59401,1.8985,450,3.6
0,0,0,0,0,0,0.59401,1.8985,450,3.7
0,0,0,0,0,0,0.59401,1.8985,450,3.8
0,0,0,0,0,0,0.59401,1.8985,450,3.9
0,0,0,0,0,0,0.59401,1.8985,450,4
0,0,0,0,0,0,0.59401,1.8985,450,4.1
0,0,0,0,0,0,0.59401,1.8985,450,4.2
0,0,0,0,0,0,0.59401,1.8985,450,4.3
0,0,0,0,0,0,0.59401,1.8985,450,4.4
0,0,0,0,0,0,0.59401,1.8985,450,4.5
0,0,0,0,0,0,0.59401,1.8985,450,4.6
0,0,0,0,0,0,0.59401,1.8985,450,4.7
0,0,0,0,0,0,0.59401,1.8985,450,4.8
0,0,0,0,0,0,0.59401,1.8985,450,4.9
0,0,0,0,0,0,0.59401,1.8985,450,5
0,0,0,0,0,0,0.59401,1.8985,450,5.1
0,0,0,0,0,0,0.59401,1.8985,450,5.2
0,0,0,0,0,0,0.59401,1.8985,450,5.3
0,0,0,0,0,0,0.59401,1.8985,450,5.4
0,0,0,0,0,0,0.59401,1.8985,450,5.5
0,0,0,0,0,0,0.59401,1.8985,450,5.6
0,0,0,0,0,0,0.59401,1.8985,450,5.7
0,0,0,0,0,0,0.59401,1.8985,450,5.8
0,0,0,0,0,0,0.59401,1.8985,450,5.9
0,0,0,0,0,0,0.59401,1.8985,450,6
0,0,0,0,0,0,0.59401,1.8985,450,6.1
0,0,0,0,0,0,0.59401,1.8985,450,6.2
0,0,0,0,0,0,0.59401,1.8985,450,6.3
0,0,0,0,0,0,0.59401,1.8985,450,6.4
0,0,0,0,0,0,0.59401,1.8985,450,6.5
0,0,0,0,0,0,0.59401,1.8985,450,6.6
0,0,0,0,0,0,0.59401,1.8985,450,6.7
0,0,0,0,0,0,0.59401,1.8985,450,6.8
0,0,0,0,0,0,0.59401,1.8985,450,6.9
0,0,0,0,0,0,0.59401,1.8985,450,7
0,0,0,0,0,0,0.59401,1.8985,450,7.1
0,0,0,0,0,0,0.59401,1.8985,450,7.2
0,0,0,0,0,0,0.59401,1.8985,450,7.3
0,0,0,0,0,0,0.59401,1.8985,450,7.4
0,0,0,0,0,0,0.59401,1.8985,450,7.5
0,0,0,0,0,0,0.59401,1.8985,450,7.6
0,0,0,0,0,0,0.59401,1.8985,450,7.7
0,0,0,0,0,0,0.59401,1.8985,450,7.8
0,0,0,0,0,0,0.59401,1.8985,450,7.9
0,0,0,0,0,0,0.59401,1.8985,450,8
0,0,0,0,0,0,0.59401,1.8985,450,8.1
0,0,0,0,0,0,0.59401,1.8985,450,8.2
0,0,0,0,0,0,0.59401,1.8985,450,8.3
0,0,0,0,0,0,0.59401,1.8985,450,8.4
0,0,0,0,0,0,0.59401,1.8985,450,8.5
0,0,0,0,0,0,0.59401,1.8985,450,8.6
0,0,0,0,0,0,0.59401,1.8985,450,8.7
0,0,0,0,0,0,0.59401,1.8985,450,8.8
0,0,0,0,0,0,0.59401,1.8985,450,8.9
0,0,0,0,0,0,0.59401,1.8985,450,9
0,0,0,0,0,0,0.59401,1.8985,450,9.1
0,0,0,0,0,0,0.59401,1.8985,450,9.2
0,0,0,0,0,0,0.59401,1.8985,450,9.3
0,0,0,0,0,0,0.59401,1.8985,450,9.4
0,0,0,0,0,0,0.59401,1.8985,450,9.5
0,0,0,0,0,0,0.59401,1.8985,450,9.6
0,0,0,0,0,0,0.59401,1.8985,450,9.7
0,0,0,0,0,0,0.59401,1.8985,450,9.8
0,0,0,0,0,0,0.59401,1.8985,450,9.9
0,0,0,0,0,0,0.59401,1.8985,450,10
0,0,0,0,0,0,0.59401,1.8985,450,10.1
0,0,0,0,0,0,0.59401,1.8985,450,10.2
0,0,0,0,0,0,0.59401,1.8985,450,10.3
0,0,0,0,0,0,0.59401,1.8985,450,10.4
0,0,0,0,0,0,0.59401,1.8985,450,10.5
0,0,0,0,0,0,0.59401,1.8985,450,10.6
0,0,0,0,0,0,0.59401,1.8985,450,10.7
0,0,0,0,0,0,0.59401,1.8985,450,10.8
0,0,0,0,0,0,0.59401,1.8985,450,10.9
0,0,0,0,0,0,0.59401,1.8985,450,11
0,0,0,0,0,0,0.59401,1.8985,450,11.1
0,0,0,0,0,0,0.59401,1.8985,450,11.2
0,0,0,0,0,0,0.59401,1.8985,450,11.3
0,0,0,0,0,0,0.59401,1.8985,450,11.4
0,0,0,0,0,0,0.59401,1.8985,450,11.5
0,0,0,0,0,0,0.59401,1.8985,450,11.6
0,0,0,0,0,0,0.59401,1.8985,450,11.7
0,0,0,0,0,0,0.59401,1.8985,450,11.8
0,0,0,0,0,0,0.59401,1.8985,450,11.9
0,0,0,0,0,0,0.59401,1.8985,450,12
0,0,0,0,0,0,0.59401,1.8985,450,12.1
0,0,0,0,0,0,0.59401,1.8985,450,12.2
0,0,0,0,0,0,0.59401,1.8985,450,12.3
0,0,0,0,0,0,0.59401,1.8985,450,12.4
0,0,0,0,0,0,0.59401,1.8985,450,12.5
0,0,0,0,0,0,0.59401,1.8985,450,12.6
0,0,0,0,0,0,0.59401,1.8985,450,12.7
0,0,0,0,0,0,0.59401,1.8985,450,12.8
0,0,0,0,0,0,0.59401,1.8985,450,12.9
0,0,0,0,0,0,0.59401,1.8985,450,13
0,0,0,0,0,0,0.59401,1.8985,450,13.1
0,0,0,0,0,0,0.59401,1.8985,450,13.2
0,0,0,0,0,0,0.59401,1.8985,450,13.3
0,0,0,0,0,0,0.59401,1.8985,450,13.4
0,0,0,0,0,0,0.59401,1.8985,450,13.5
0,0,0,0,0,0,0.59401,1.8985,450,13.6
0,0,0,0,0,0,0.59401,1.8985,450,13.7
0,0,0,0,0,0,0.59401,1.8985,450,13.8
0,0,0,0,0,0,0.59401,1.8985,450,13.9
0,0,0,0,0,0,0.59401,1.8985,450,14
0,0,0,0,0,0,0.59401,1.8985,450,14.1
0,0,0,0,0,0,0.59401,1.8985,450,14.2
0,0,0,0,0,0,0.59401,1.8985,450,14.3
0,0,0,0,0,0,0.59401,1.8985,450,14.4
