0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.6
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.7
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.8
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,0.9
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.6
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.7
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.8
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,1.9
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.6
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.7
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.8
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,2.9
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.6
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.7
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.8
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,3.9
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.1
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.2
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.3
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.4
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.6
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.7
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.8
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,4.9
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,5
0,6.043e-06,4.0813e-06,1.3114e-17,3.0198e-12,0.97951,5.1
